generation,off.nbr,off.nbfem,off.nbmal,off.density,off.dvar,off.sexratio,adlt.nbr,adlt.nbfem,adlt.nbmal,adlt.density,adlt.dvar,adlt.sexratio,extrate,off.fem.p1,off.fem.p2,off.fem.p3,off.fem.p4,off.fem.p5,off.fem.p6,off.fem.p7,off.fem.p8,off.fem.p9,off.mal.p1,off.mal.p2,off.mal.p3,off.mal.p4,off.mal.p5,off.mal.p6,off.mal.p7,off.mal.p8,off.mal.p9,adlt.fem.p1,adlt.fem.p2,adlt.fem.p3,adlt.fem.p4,adlt.fem.p5,adlt.fem.p6,adlt.fem.p7,adlt.fem.p8,adlt.fem.p9,adlt.mal.p1,adlt.mal.p2,adlt.mal.p3,adlt.mal.p4,adlt.mal.p5,adlt.mal.p6,adlt.mal.p7,adlt.mal.p8,adlt.mal.p9,age.patch1,age.patch2,age.patch3,age.patch4,age.patch5,age.patch6,age.patch7,age.patch8,age.patch9,patch.avg.age,extrate
240,3.2590e+03,2.0530e+02,2.0208e+02,0.0000e+00,9.4063e-02,1.1861e+00,1.5370e+03,9.5937e+01,9.6185e+01,0.0000e+00,1.0799e-02,1.1635e+00,2.5923e-01,2.8450e+02,1.2100e+02,2.1667e+02,1.4300e+02,2.1883e+02,0.0000e+00,2.8050e+02,2.6733e+02,1.1067e+02,2.8083e+02,1.2467e+02,2.1517e+02,1.4517e+02,2.0833e+02,0.0000e+00,2.7200e+02,2.5317e+02,1.1717e+02,1.2950e+02,6.2333e+01,1.0800e+02,6.4167e+01,1.0250e+02,0.0000e+00,1.2950e+02,1.1900e+02,5.2500e+01,1.2950e+02,6.2333e+01,1.0700e+02,6.4167e+01,1.0517e+02,0.0000e+00,1.2950e+02,1.1800e+02,5.3833e+01,2.7883e+02,2.7883e+02,2.7883e+02,2.7883e+02,2.7883e+02,0.0000e+00,2.7883e+02,2.7883e+02,2.7883e+02,2.4733e+02,
245,3.3517e+03,2.0770e+02,2.1128e+02,0.0000e+00,1.0025e-01,1.1470e+00,1.5407e+03,9.7063e+01,9.5522e+01,0.0000e+00,1.0489e-02,1.1854e+00,2.5923e-01,2.8583e+02,1.2400e+02,2.2400e+02,1.4350e+02,2.3850e+02,0.0000e+00,2.7850e+02,2.4317e+02,1.2400e+02,2.8717e+02,1.1950e+02,2.1600e+02,1.5333e+02,2.4633e+02,0.0000e+00,2.7550e+02,2.6467e+02,1.2767e+02,1.2950e+02,6.0167e+01,1.0783e+02,6.4167e+01,1.1233e+02,0.0000e+00,1.2950e+02,1.1417e+02,5.8833e+01,1.2950e+02,6.0833e+01,9.9833e+01,6.4167e+01,1.1000e+02,0.0000e+00,1.2950e+02,1.1550e+02,5.4833e+01,2.8467e+02,2.8467e+02,2.8467e+02,2.8467e+02,2.8467e+02,0.0000e+00,2.8467e+02,2.8467e+02,2.8467e+02,2.5200e+02,
250,3.2810e+03,2.0498e+02,2.0517e+02,0.0000e+00,9.9237e-02,1.1656e+00,1.5407e+03,9.6313e+01,9.6270e+01,0.0000e+00,1.0813e-02,1.1670e+00,2.5923e-01,2.6800e+02,1.2550e+02,2.2183e+02,1.4950e+02,2.4050e+02,0.0000e+00,2.8817e+02,2.3300e+02,1.1317e+02,2.8383e+02,1.1283e+02,2.1467e+02,1.4350e+02,2.4600e+02,0.0000e+00,2.9267e+02,2.4167e+02,1.0617e+02,1.2950e+02,6.2333e+01,1.0817e+02,6.4167e+01,1.1400e+02,0.0000e+00,1.2950e+02,1.1217e+02,5.0667e+01,1.2950e+02,6.2333e+01,1.0683e+02,6.4167e+01,1.1567e+02,0.0000e+00,1.2950e+02,1.1017e+02,5.2000e+01,2.9050e+02,2.9050e+02,2.9050e+02,2.9050e+02,2.9050e+02,0.0000e+00,2.9050e+02,2.9050e+02,2.9050e+02,2.5783e+02,
255,3.2288e+03,2.0173e+02,2.0187e+02,0.0000e+00,1.0195e-01,1.1673e+00,1.5113e+03,9.4647e+01,9.4272e+01,0.0000e+00,1.1326e-02,1.1717e+00,2.5923e-01,2.7650e+02,1.1317e+02,2.1717e+02,1.4533e+02,2.2500e+02,0.0000e+00,2.8133e+02,2.4100e+02,1.1433e+02,2.8067e+02,1.0667e+02,2.2133e+02,1.4400e+02,2.0833e+02,0.0000e+00,2.8800e+02,2.3600e+02,1.3000e+02,1.2950e+02,5.5833e+01,1.0900e+02,6.4167e+01,1.0283e+02,0.0000e+00,1.2950e+02,1.1133e+02,5.5000e+01,1.2950e+02,5.4167e+01,1.0600e+02,6.4167e+01,1.0483e+02,0.0000e+00,1.2950e+02,1.1100e+02,5.5000e+01,2.9633e+02,2.9633e+02,2.9633e+02,2.9633e+02,2.9633e+02,0.0000e+00,2.9633e+02,2.9633e+02,2.9633e+02,2.6250e+02,
260,3.3037e+03,2.0647e+02,2.0652e+02,0.0000e+00,8.7312e-02,1.1668e+00,1.5443e+03,9.6230e+01,9.6813e+01,0.0000e+00,1.0195e-02,1.1598e+00,2.5923e-01,2.8633e+02,1.1850e+02,2.0750e+02,1.3650e+02,2.3433e+02,0.0000e+00,2.6967e+02,2.7050e+02,1.2833e+02,2.8383e+02,1.1633e+02,2.1017e+02,1.4467e+02,2.3467e+02,0.0000e+00,2.7017e+02,2.7433e+02,1.1783e+02,1.2950e+02,5.7500e+01,1.0233e+02,6.4167e+01,1.0683e+02,0.0000e+00,1.2950e+02,1.2550e+02,5.4500e+01,1.2950e+02,5.6167e+01,1.0533e+02,6.4167e+01,1.0817e+02,0.0000e+00,1.2950e+02,1.2617e+02,5.5500e+01,3.0217e+02,3.0217e+02,3.0217e+02,3.0217e+02,3.0217e+02,0.0000e+00,3.0217e+02,3.0217e+02,3.0217e+02,2.6833e+02,
265,3.2115e+03,2.0077e+02,2.0068e+02,0.0000e+00,1.0324e-01,1.1687e+00,1.5187e+03,9.5105e+01,9.4728e+01,0.0000e+00,1.0930e-02,1.1713e+00,2.5923e-01,2.7633e+02,1.0750e+02,2.2183e+02,1.4300e+02,2.3017e+02,0.0000e+00,2.6833e+02,2.4333e+02,1.1567e+02,2.8050e+02,1.0767e+02,2.0567e+02,1.3900e+02,2.2050e+02,0.0000e+00,2.8750e+02,2.4667e+02,1.1783e+02,1.2950e+02,5.5167e+01,1.0633e+02,6.4167e+01,1.0683e+02,0.0000e+00,1.2950e+02,1.1517e+02,5.4167e+01,1.2950e+02,5.1167e+01,1.0867e+02,6.4167e+01,1.0817e+02,0.0000e+00,1.2950e+02,1.1450e+02,5.2167e+01,3.0800e+02,3.0800e+02,3.0800e+02,3.0800e+02,3.0800e+02,0.0000e+00,3.0800e+02,3.0800e+02,3.0800e+02,2.7300e+02,
270,3.2558e+03,2.0188e+02,2.0510e+02,0.0000e+00,8.9823e-02,1.1479e+00,1.5297e+03,9.5873e+01,9.5335e+01,0.0000e+00,1.1224e-02,1.1731e+00,2.5923e-01,2.7417e+02,1.2750e+02,2.0783e+02,1.4433e+02,2.2017e+02,0.0000e+00,2.6317e+02,2.6350e+02,1.1433e+02,2.9400e+02,1.2367e+02,2.2383e+02,1.3950e+02,2.2083e+02,0.0000e+00,2.6600e+02,2.5550e+02,1.1750e+02,1.2950e+02,6.1333e+01,1.0583e+02,6.4167e+01,1.0700e+02,0.0000e+00,1.2950e+02,1.1883e+02,5.0833e+01,1.2950e+02,5.9667e+01,1.0183e+02,6.4167e+01,1.0800e+02,0.0000e+00,1.2950e+02,1.1817e+02,5.1833e+01,3.1383e+02,3.1383e+02,3.1383e+02,3.1383e+02,3.1383e+02,0.0000e+00,3.1383e+02,3.1383e+02,3.1383e+02,2.7883e+02,
275,3.2172e+03,2.0040e+02,2.0177e+02,0.0000e+00,8.2510e-02,1.1615e+00,1.5260e+03,9.5853e+01,9.4893e+01,0.0000e+00,9.9793e-03,1.1789e+00,2.5923e-01,2.7200e+02,1.0117e+02,2.0767e+02,1.4250e+02,2.2850e+02,0.0000e+00,2.8017e+02,2.4900e+02,1.2200e+02,2.6683e+02,1.0417e+02,2.2217e+02,1.3850e+02,2.3500e+02,0.0000e+00,2.7383e+02,2.3883e+02,1.3483e+02,1.2950e+02,5.5833e+01,1.0683e+02,6.4167e+01,1.0983e+02,0.0000e+00,1.2950e+02,1.1267e+02,5.8500e+01,1.2950e+02,5.4167e+01,1.0817e+02,6.4167e+01,1.0517e+02,0.0000e+00,1.2950e+02,1.0967e+02,5.8833e+01,3.1967e+02,3.1967e+02,3.1967e+02,3.1967e+02,3.1967e+02,0.0000e+00,3.1967e+02,3.1967e+02,3.1967e+02,2.8350e+02,
280,3.2438e+03,2.0355e+02,2.0197e+02,0.0000e+00,7.6325e-02,1.1775e+00,1.5370e+03,9.6373e+01,9.5748e+01,0.0000e+00,1.0800e-02,1.1744e+00,2.5923e-01,2.7817e+02,1.1450e+02,2.2667e+02,1.4933e+02,2.1883e+02,0.0000e+00,2.7367e+02,2.4083e+02,1.2633e+02,2.7683e+02,1.1300e+02,2.2950e+02,1.4000e+02,2.1200e+02,0.0000e+00,2.7550e+02,2.4683e+02,1.2183e+02,1.2950e+02,5.9833e+01,1.1200e+02,6.4167e+01,1.0467e+02,0.0000e+00,1.2950e+02,1.1583e+02,5.5500e+01,1.2950e+02,5.7500e+01,1.1033e+02,6.4167e+01,1.0300e+02,0.0000e+00,1.2950e+02,1.1383e+02,5.8167e+01,3.2550e+02,3.2550e+02,3.2550e+02,3.2550e+02,3.2550e+02,0.0000e+00,3.2550e+02,3.2550e+02,3.2550e+02,2.8933e+02,
285,3.2870e+03,2.0480e+02,2.0608e+02,0.0000e+00,7.5102e-02,1.1605e+00,1.5480e+03,9.6730e+01,9.6773e+01,0.0000e+00,1.0508e-02,1.1665e+00,2.5923e-01,2.7700e+02,1.1317e+02,2.1983e+02,1.4600e+02,2.4267e+02,0.0000e+00,2.8200e+02,2.4533e+02,1.1233e+02,2.7250e+02,1.2483e+02,2.2900e+02,1.4217e+02,2.3317e+02,0.0000e+00,2.8583e+02,2.3483e+02,1.2633e+02,1.2950e+02,6.0500e+01,1.1267e+02,6.4167e+01,1.1417e+02,0.0000e+00,1.2950e+02,1.0850e+02,5.4833e+01,1.2950e+02,6.0500e+01,1.0967e+02,6.4167e+01,1.1550e+02,0.0000e+00,1.2950e+02,1.1383e+02,5.1500e+01,3.3133e+02,3.3133e+02,3.3133e+02,3.3133e+02,3.3133e+02,0.0000e+00,3.3133e+02,3.3133e+02,3.3133e+02,2.9400e+02,
290,3.1790e+03,1.9727e+02,2.0015e+02,0.0000e+00,8.8202e-02,1.1497e+00,1.5187e+03,9.4980e+01,9.4853e+01,0.0000e+00,1.1227e-02,1.1682e+00,2.5923e-01,2.7067e+02,1.2200e+02,1.9950e+02,1.4850e+02,2.1317e+02,0.0000e+00,2.6983e+02,2.4500e+02,1.0933e+02,2.8017e+02,1.0783e+02,2.1200e+02,1.3750e+02,2.3600e+02,0.0000e+00,2.6667e+02,2.5283e+02,1.0800e+02,1.2950e+02,5.9167e+01,1.0533e+02,6.4167e+01,1.0933e+02,0.0000e+00,1.2950e+02,1.1433e+02,4.8500e+01,1.2950e+02,5.8167e+01,1.0233e+02,6.4167e+01,1.0567e+02,0.0000e+00,1.2950e+02,1.1533e+02,5.4167e+01,3.3717e+02,3.3717e+02,3.3717e+02,3.3717e+02,3.3717e+02,0.0000e+00,3.3717e+02,3.3717e+02,3.3717e+02,2.9867e+02,
295,3.2750e+03,2.0275e+02,2.0662e+02,0.0000e+00,8.2337e-02,1.1475e+00,1.5548e+03,9.7458e+01,9.6897e+01,0.0000e+00,1.0060e-02,1.1739e+00,2.5923e-01,2.7333e+02,1.2083e+02,2.0183e+02,1.3417e+02,2.3950e+02,0.0000e+00,2.6633e+02,2.6633e+02,1.1967e+02,2.8000e+02,1.0650e+02,2.0717e+02,1.3883e+02,2.6150e+02,0.0000e+00,2.7833e+02,2.6117e+02,1.1950e+02,1.2950e+02,5.6833e+01,1.0683e+02,6.4167e+01,1.1700e+02,0.0000e+00,1.2950e+02,1.2217e+02,5.3667e+01,1.2950e+02,5.6333e+01,1.0817e+02,6.4167e+01,1.1267e+02,0.0000e+00,1.2950e+02,1.2217e+02,5.2667e+01,3.4300e+02,3.4300e+02,3.4300e+02,3.4300e+02,3.4300e+02,0.0000e+00,3.4300e+02,3.4300e+02,3.4300e+02,3.0450e+02,
300,2.5535e+03,1.6167e+02,1.5753e+02,0.0000e+00,5.1450e-02,1.1981e+00,1.5443e+03,9.6168e+01,9.6878e+01,0.0000e+00,1.0616e-02,1.1579e+00,2.5923e-01,2.1900e+02,1.0167e+02,1.6833e+02,1.1367e+02,2.0383e+02,0.0000e+00,2.0450e+02,1.9650e+02,8.5833e+01,2.0467e+02,8.6000e+01,1.6417e+02,1.1067e+02,1.9700e+02,0.0000e+00,2.1650e+02,1.9467e+02,8.6500e+01,1.2950e+02,6.0000e+01,1.0533e+02,6.4167e+01,1.1567e+02,0.0000e+00,1.2950e+02,1.1333e+02,5.1833e+01,1.2950e+02,6.1000e+01,1.0967e+02,6.4167e+01,1.1400e+02,0.0000e+00,1.2950e+02,1.1633e+02,5.0833e+01,3.4883e+02,3.4883e+02,3.4883e+02,3.4883e+02,3.4883e+02,0.0000e+00,3.4883e+02,3.4883e+02,3.4883e+02,3.0917e+02,
305,1.2532e+03,7.9313e+01,7.7333e+01,0.0000e+00,1.8072e-01,1.1962e+00,7.3017e+02,4.6772e+01,4.4498e+01,0.0000e+00,4.9053e-02,1.2364e+00,2.5923e-01,1.0367e+02,3.6500e+01,5.4833e+01,6.8833e+01,8.1833e+01,0.0000e+00,9.4500e+01,1.2417e+02,7.0167e+01,1.0350e+02,3.3000e+01,5.3833e+01,6.3667e+01,7.8667e+01,0.0000e+00,9.4833e+01,1.2083e+02,7.0333e+01,6.2833e+01,2.2333e+01,3.6000e+01,3.9667e+01,4.8000e+01,0.0000e+00,5.4333e+01,7.0667e+01,4.0333e+01,5.9500e+01,1.5167e+01,4.2000e+01,3.7000e+01,4.2500e+01,0.0000e+00,5.2333e+01,7.3500e+01,3.4000e+01,3.5467e+02,3.5467e+02,3.5467e+02,3.5467e+02,3.5467e+02,0.0000e+00,3.5467e+02,3.5467e+02,3.5467e+02,3.1500e+02,
310,1.0783e+03,6.8323e+01,6.8495e+01,0.0000e+00,2.2310e-01,1.1673e+00,6.1450e+02,3.9425e+01,3.8492e+01,0.0000e+00,6.5635e-02,1.1843e+00,2.9627e-01,5.4167e+01,4.0833e+01,3.3000e+01,4.2000e+01,1.0867e+02,0.0000e+00,1.0733e+02,1.0517e+02,4.7167e+01,5.8833e+01,3.3333e+01,3.6167e+01,4.4167e+01,1.1467e+02,0.0000e+00,1.0483e+02,1.0433e+02,4.3667e+01,3.1833e+01,2.2167e+01,2.1000e+01,2.2500e+01,6.4333e+01,0.0000e+00,6.1500e+01,6.0500e+01,2.6667e+01,3.0667e+01,2.4500e+01,2.2167e+01,2.5500e+01,6.4667e+01,0.0000e+00,5.8167e+01,5.4000e+01,2.4333e+01,3.6050e+02,3.0900e+02,3.6050e+02,3.6050e+02,3.6050e+02,0.0000e+00,3.6050e+02,3.6050e+02,3.6050e+02,3.1400e+02,
315,9.4017e+02,6.8282e+01,6.8158e+01,0.0000e+00,2.0799e-01,1.1618e+00,5.6233e+02,3.9693e+01,4.2315e+01,0.0000e+00,6.6308e-02,1.1355e+00,6.2957e-01,5.5000e+01,3.4500e+01,2.4167e+01,3.2000e+01,1.0050e+02,0.0000e+00,1.1983e+02,6.0667e+01,4.3500e+01,5.5500e+01,3.8333e+01,2.6333e+01,3.3500e+01,9.5333e+01,0.0000e+00,1.2467e+02,5.6833e+01,3.9500e+01,3.0000e+01,2.1000e+01,1.5333e+01,2.0500e+01,5.5833e+01,0.0000e+00,7.3500e+01,3.3833e+01,2.2500e+01,3.8667e+01,2.4333e+01,1.7000e+01,2.1333e+01,4.8333e+01,0.0000e+00,7.3000e+01,4.6167e+01,2.1000e+01,2.6167e+02,2.0933e+02,2.6167e+02,3.6633e+02,3.6633e+02,0.0000e+00,3.1400e+02,3.1400e+02,3.1400e+02,2.6717e+02,
320,8.5167e+02,7.7708e+01,7.7615e+01,0.0000e+00,1.2814e-01,1.1672e+00,5.2583e+02,4.6245e+01,4.5345e+01,0.0000e+00,3.5532e-02,1.1150e+00,8.1480e-01,1.0283e+02,1.6667e+01,2.2833e+01,1.2833e+01,6.5667e+01,0.0000e+00,1.0150e+02,7.1167e+01,3.2500e+01,1.0200e+02,1.7333e+01,1.9667e+01,1.2000e+01,6.1333e+01,0.0000e+00,1.0750e+02,7.4667e+01,3.1167e+01,5.8333e+01,9.8333e+00,1.3000e+01,7.1667e+00,4.1000e+01,0.0000e+00,6.1167e+01,4.2833e+01,2.0667e+01,5.6333e+01,1.2333e+01,1.2167e+01,1.0500e+01,5.1833e+01,0.0000e+00,5.5667e+01,4.5333e+01,2.7667e+01,2.6583e+02,1.5950e+02,1.5950e+02,3.1900e+02,3.7217e+02,0.0000e+00,3.1900e+02,3.1900e+02,2.6583e+02,2.4167e+02,
325,7.6433e+02,7.4958e+01,7.2107e+01,0.0000e+00,1.1434e-01,1.2388e+00,4.5000e+02,4.3015e+01,4.0762e+01,0.0000e+00,3.4886e-02,1.4395e+00,9.9997e-01,8.7000e+01,1.1667e+01,9.0000e+00,8.0000e+00,8.8167e+01,0.0000e+00,8.0667e+01,6.6333e+01,3.6333e+01,8.7333e+01,1.2833e+01,1.3000e+01,1.0500e+01,7.9000e+01,0.0000e+00,7.6000e+01,6.4333e+01,3.4167e+01,5.4500e+01,7.0000e+00,7.6667e+00,5.8333e+00,4.9833e+01,0.0000e+00,4.6000e+01,3.9167e+01,2.0167e+01,5.4833e+01,7.8333e+00,4.1667e+00,1.0833e+01,4.2500e+01,0.0000e+00,4.2667e+01,3.8500e+01,1.8500e+01,2.7000e+02,1.6200e+02,5.4000e+01,2.1600e+02,3.7800e+02,0.0000e+00,3.2400e+02,2.7000e+02,2.7000e+02,2.1600e+02,
330,6.2650e+02,6.5520e+01,6.6817e+01,0.0000e+00,8.4477e-02,1.1812e+00,3.6833e+02,3.8730e+01,3.6237e+01,0.0000e+00,2.5807e-02,1.4447e+00,1.1481e+00,6.8833e+01,1.7167e+01,1.3333e+00,0.0000e+00,7.6333e+01,0.0000e+00,8.6500e+01,3.4333e+01,2.3833e+01,7.1167e+01,1.7333e+01,1.6667e+00,0.0000e+00,7.1500e+01,0.0000e+00,9.3500e+01,4.2667e+01,2.0333e+01,4.1167e+01,9.3333e+00,1.1667e+00,0.0000e+00,4.3167e+01,0.0000e+00,4.9167e+01,2.5000e+01,1.3500e+01,3.7000e+01,1.3167e+01,2.5000e+00,6.6667e-01,4.9500e+01,0.0000e+00,4.5000e+01,2.5500e+01,1.2500e+01,2.7417e+02,1.6450e+02,5.4833e+01,1.0967e+02,3.8383e+02,0.0000e+00,3.2900e+02,2.7417e+02,1.6450e+02,1.9417e+02,
335,5.9950e+02,7.0130e+01,6.4767e+01,0.0000e+00,2.1417e-01,1.2137e+00,3.4683e+02,3.8313e+01,3.9022e+01,0.0000e+00,7.1794e-02,1.0975e+00,1.2963e+00,7.2333e+01,1.6667e-01,0.0000e+00,0.0000e+00,6.7000e+01,0.0000e+00,1.0217e+02,4.2833e+01,2.0667e+01,6.9833e+01,2.0000e+00,3.3333e-01,0.0000e+00,6.2833e+01,0.0000e+00,1.0000e+02,4.1500e+01,1.7833e+01,3.7500e+01,5.0000e-01,1.6667e-01,0.0000e+00,3.9000e+01,0.0000e+00,5.9833e+01,2.5500e+01,9.3333e+00,3.2667e+01,2.8333e+00,5.0000e-01,0.0000e+00,3.9667e+01,0.0000e+00,6.1667e+01,2.5500e+01,1.2167e+01,2.7833e+02,5.5667e+01,5.5667e+01,0.0000e+00,3.8967e+02,0.0000e+00,3.3400e+02,2.7833e+02,1.6700e+02,1.7267e+02,
340,5.2133e+02,6.8772e+01,7.2020e+01,0.0000e+00,2.5355e-01,9.6627e-01,3.0150e+02,3.9723e+01,4.2395e+01,0.0000e+00,6.7345e-02,9.3665e-01,1.1482e+00,1.0283e+02,0.0000e+00,0.0000e+00,0.0000e+00,3.4500e+01,0.0000e+00,6.1000e+01,3.2000e+01,2.5333e+01,1.1200e+02,0.0000e+00,0.0000e+00,0.0000e+00,3.4000e+01,0.0000e+00,6.0833e+01,3.7333e+01,2.1500e+01,6.1667e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.9500e+01,0.0000e+00,3.4167e+01,1.8667e+01,1.2667e+01,6.0500e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.8833e+01,0.0000e+00,3.4333e+01,1.8833e+01,1.2333e+01,2.8250e+02,0.0000e+00,0.0000e+00,0.0000e+00,3.3900e+02,0.0000e+00,3.3900e+02,1.6950e+02,1.6950e+02,1.4417e+02,
345,3.4467e+02,4.9250e+01,5.1973e+01,0.0000e+00,8.9598e-02,9.5193e-01,1.9000e+02,2.8395e+01,2.7515e+01,0.0000e+00,2.6513e-02,1.0498e+00,1.2593e+00,5.5833e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.0000e+01,0.0000e+00,4.0000e+01,2.0500e+01,3.2667e+01,5.7667e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.0000e+01,0.0000e+00,4.8333e+01,1.9333e+01,3.0333e+01,3.0500e+01,0.0000e+00,0.0000e+00,0.0000e+00,9.8333e+00,0.0000e+00,2.7167e+01,1.0833e+01,1.7500e+01,2.5000e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.0833e+01,0.0000e+00,3.4500e+01,7.6667e+00,1.6167e+01,2.8667e+02,0.0000e+00,0.0000e+00,0.0000e+00,2.2933e+02,0.0000e+00,3.4400e+02,1.1467e+02,1.7200e+02,1.2683e+02,
350,2.6533e+02,4.3252e+01,4.3510e+01,0.0000e+00,1.4018e-01,9.8845e-01,1.5517e+02,2.4927e+01,2.6922e+01,0.0000e+00,3.4811e-02,9.5525e-01,1.3334e+00,3.4833e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.1333e+01,0.0000e+00,5.3667e+01,6.6667e+00,2.6000e+01,3.2667e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.1667e+01,0.0000e+00,5.3833e+01,1.0667e+01,2.4000e+01,1.9833e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.6667e+00,0.0000e+00,3.1667e+01,5.8333e+00,1.3000e+01,1.9000e+01,0.0000e+00,0.0000e+00,0.0000e+00,5.5000e+00,0.0000e+00,3.3833e+01,7.5000e+00,1.2333e+01,2.9083e+02,0.0000e+00,0.0000e+00,0.0000e+00,1.7450e+02,0.0000e+00,2.9083e+02,1.1633e+02,1.7450e+02,1.1583e+02,
355,2.2567e+02,5.5972e+01,5.4278e+01,0.0000e+00,3.8264e-02,1.0254e+00,1.4233e+02,3.2945e+01,3.1168e+01,0.0000e+00,3.3193e-02,8.9015e-01,1.4815e+00,4.0667e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.1333e+01,0.0000e+00,4.7333e+01,0.0000e+00,1.5333e+01,4.0333e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.1333e+01,0.0000e+00,4.3500e+01,0.0000e+00,1.5833e+01,2.3500e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.6667e+00,0.0000e+00,2.7167e+01,0.0000e+00,9.6667e+00,3.0333e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.0333e+01,0.0000e+00,2.2833e+01,0.0000e+00,1.1833e+01,2.3600e+02,0.0000e+00,0.0000e+00,0.0000e+00,1.7700e+02,0.0000e+00,2.9500e+02,0.0000e+00,1.1800e+02,9.1500e+01,
360,3.0717e+02,8.6167e+01,7.6333e+01,0.0000e+00,3.0195e-01,1.1274e+00,1.8750e+02,4.5000e+01,5.3333e+01,0.0000e+00,5.9210e-02,9.1783e-01,1.5926e+00,1.0917e+02,0.0000e+00,0.0000e+00,0.0000e+00,1.2667e+01,0.0000e+00,2.6500e+01,0.0000e+00,1.5333e+01,9.4167e+01,0.0000e+00,0.0000e+00,0.0000e+00,9.3333e+00,0.0000e+00,2.5000e+01,0.0000e+00,1.5000e+01,5.4833e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.8333e+00,0.0000e+00,1.4833e+01,0.0000e+00,8.5000e+00,5.8167e+01,0.0000e+00,0.0000e+00,0.0000e+00,4.5000e+00,0.0000e+00,3.1500e+01,0.0000e+00,8.3333e+00,2.3933e+02,0.0000e+00,0.0000e+00,0.0000e+00,5.9833e+01,0.0000e+00,2.3933e+02,0.0000e+00,1.1967e+02,7.2333e+01,
365,1.5583e+02,4.0667e+01,4.0250e+01,0.0000e+00,6.8365e-02,9.7972e-01,9.8833e+01,2.3833e+01,2.7333e+01,0.0000e+00,1.5771e-02,1.0615e+00,1.5926e+00,5.1667e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.8333e+00,0.0000e+00,1.9167e+01,0.0000e+00,6.0000e+00,4.5833e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.1667e+00,0.0000e+00,2.3500e+01,0.0000e+00,5.6667e+00,2.6333e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.5000e+00,0.0000e+00,1.3667e+01,0.0000e+00,3.8333e+00,2.9167e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.0000e+00,0.0000e+00,1.8000e+01,0.0000e+00,5.3333e+00,2.4267e+02,0.0000e+00,0.0000e+00,0.0000e+00,6.0667e+01,0.0000e+00,2.4267e+02,0.0000e+00,1.2133e+02,7.3333e+01,
370,1.1050e+02,4.4750e+01,4.0333e+01,0.0000e+00,1.9560e-02,8.8850e-01,6.1000e+01,2.2750e+01,2.3500e+01,0.0000e+00,3.9567e-03,7.6517e-01,1.3704e+00,4.3667e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2833e+01,0.0000e+00,1.0000e+00,4.0667e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.1833e+01,0.0000e+00,5.0000e-01,2.2500e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.3333e+00,0.0000e+00,5.0000e-01,2.1333e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0167e+01,0.0000e+00,1.6667e-01,2.4600e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8450e+02,0.0000e+00,6.1500e+01,5.4667e+01,
375,1.3017e+02,6.0833e+01,6.9333e+01,0.0000e+00,0.0000e+00,7.2133e-01,9.5000e+01,3.8000e+01,5.7000e+01,0.0000e+00,0.0000e+00,5.4668e-01,1.4815e+00,5.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0833e+01,0.0000e+00,0.0000e+00,5.8500e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0833e+01,0.0000e+00,0.0000e+00,3.0833e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,7.1667e+00,0.0000e+00,0.0000e+00,4.9000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.0000e+00,0.0000e+00,0.0000e+00,2.4933e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.2333e+01,0.0000e+00,0.0000e+00,3.4167e+01,
