generation,off.nbr,off.nbfem,off.nbmal,off.density,off.dvar,off.sexratio,adlt.nbr,adlt.nbfem,adlt.nbmal,adlt.density,adlt.dvar,adlt.sexratio,extrate,off.fem.p1,off.fem.p2,off.fem.p3,off.fem.p4,off.fem.p5,off.fem.p6,off.fem.p7,off.fem.p8,off.fem.p9,off.mal.p1,off.mal.p2,off.mal.p3,off.mal.p4,off.mal.p5,off.mal.p6,off.mal.p7,off.mal.p8,off.mal.p9,adlt.fem.p1,adlt.fem.p2,adlt.fem.p3,adlt.fem.p4,adlt.fem.p5,adlt.fem.p6,adlt.fem.p7,adlt.fem.p8,adlt.fem.p9,adlt.mal.p1,adlt.mal.p2,adlt.mal.p3,adlt.mal.p4,adlt.mal.p5,adlt.mal.p6,adlt.mal.p7,adlt.mal.p8,adlt.mal.p9,age.patch1,age.patch2,age.patch3,age.patch4,age.patch5,age.patch6,age.patch7,age.patch8,age.patch9,patch.avg.age,extrate,off.disp,off.fdisp,off.mdisp,adlt.disp,adlt.fdisp,adlt.mdisp
225,1.6338e+03,1.0665e+02,1.0691e+02,0.0000e+00,4.2020e-02,9.9813e-01,1.2193e+03,7.9417e+01,7.9890e+01,0.0000e+00,1.2602e-02,9.9393e-01,2.9627e-01,1.3083e+02,5.7500e+01,1.2200e+02,6.7333e+01,1.1633e+02,0.0000e+00,1.5700e+02,1.0067e+02,6.4833e+01,1.4050e+02,5.8500e+01,1.1400e+02,7.2500e+01,1.1017e+02,0.0000e+00,1.4933e+02,1.0983e+02,6.2500e+01,1.0433e+02,4.1833e+01,8.9500e+01,5.5000e+01,8.2500e+01,0.0000e+00,1.1100e+02,7.7167e+01,4.6667e+01,1.0800e+02,4.2500e+01,8.7000e+01,5.4667e+01,8.8667e+01,0.0000e+00,1.1100e+02,7.9167e+01,4.0333e+01,2.2400e+02,1.8667e+02,2.2400e+02,2.2400e+02,2.2400e+02,0.0000e+00,2.2400e+02,1.8667e+02,2.2400e+02,1.9067e+02,5.1935e-01,5.5138e-01,4.8672e-01,5.2168e-01,5.5367e-01,4.8767e-01,
230,1.6337e+03,1.0550e+02,1.0787e+02,0.0000e+00,4.4817e-02,9.7772e-01,1.2170e+03,7.9333e+01,7.9595e+01,0.0000e+00,1.4597e-02,9.9717e-01,2.9627e-01,1.3567e+02,5.2500e+01,1.1533e+02,6.8833e+01,1.3117e+02,0.0000e+00,1.4633e+02,1.0167e+02,5.6333e+01,1.4083e+02,5.5833e+01,1.1717e+02,7.9000e+01,1.2350e+02,0.0000e+00,1.4750e+02,1.0367e+02,5.8333e+01,1.0233e+02,3.9500e+01,8.8167e+01,5.2833e+01,9.1167e+01,0.0000e+00,1.1100e+02,7.8333e+01,4.4667e+01,1.0200e+02,3.5833e+01,9.3833e+01,5.4833e+01,9.3333e+01,0.0000e+00,1.1100e+02,7.2000e+01,4.6167e+01,2.2900e+02,1.9083e+02,2.2900e+02,2.2900e+02,2.2900e+02,0.0000e+00,2.2900e+02,1.9083e+02,2.2900e+02,1.9450e+02,5.1692e-01,5.4797e-01,4.8613e-01,5.1775e-01,5.4965e-01,4.8513e-01,
235,1.6877e+03,1.0967e+02,1.1062e+02,0.0000e+00,3.6303e-02,9.9318e-01,1.2373e+03,8.1583e+01,7.9812e+01,0.0000e+00,1.5570e-02,1.0229e+00,2.9627e-01,1.5383e+02,5.2500e+01,1.2767e+02,6.5167e+01,1.2083e+02,0.0000e+00,1.4367e+02,1.2033e+02,5.7167e+01,1.5983e+02,4.9167e+01,1.2733e+02,6.9333e+01,1.2217e+02,0.0000e+00,1.5000e+02,1.1233e+02,5.6333e+01,1.1100e+02,3.7500e+01,9.2500e+01,5.4333e+01,8.8833e+01,0.0000e+00,1.1100e+02,8.4500e+01,4.5167e+01,1.1100e+02,3.4833e+01,9.1667e+01,5.0500e+01,8.7000e+01,0.0000e+00,1.1100e+02,8.2167e+01,4.4333e+01,2.3400e+02,1.9500e+02,2.3400e+02,2.3400e+02,2.3400e+02,0.0000e+00,2.3400e+02,1.9500e+02,2.3400e+02,1.9933e+02,5.1502e-01,5.5663e-01,4.7535e-01,5.1563e-01,5.5518e-01,4.7518e-01,
240,1.6525e+03,1.0914e+02,1.0684e+02,0.0000e+00,5.4043e-02,1.0224e+00,1.2098e+03,7.9720e+01,7.8230e+01,0.0000e+00,1.9230e-02,1.0191e+00,2.9627e-01,1.5417e+02,5.1333e+01,1.0500e+02,6.7333e+01,1.2600e+02,0.0000e+00,1.4850e+02,1.0850e+02,7.3833e+01,1.5900e+02,4.9667e+01,1.0533e+02,7.0000e+01,1.1617e+02,0.0000e+00,1.5000e+02,1.0200e+02,6.5667e+01,1.1100e+02,3.8833e+01,8.1167e+01,5.0167e+01,8.9667e+01,0.0000e+00,1.1100e+02,8.0667e+01,4.7833e+01,1.1100e+02,3.8167e+01,7.5333e+01,5.0167e+01,9.0500e+01,0.0000e+00,1.1100e+02,8.2333e+01,4.1000e+01,2.3900e+02,1.9917e+02,2.3900e+02,2.3900e+02,2.3900e+02,0.0000e+00,2.3900e+02,1.9917e+02,2.3900e+02,2.0317e+02,5.1412e-01,5.3868e-01,4.8930e-01,5.1325e-01,5.4417e-01,4.8177e-01,
245,1.6182e+03,1.0628e+02,1.0532e+02,0.0000e+00,6.2205e-02,1.0097e+00,1.2143e+03,7.9070e+01,7.9812e+01,0.0000e+00,2.2221e-02,9.9133e-01,2.9627e-01,1.5100e+02,5.1667e+01,1.1150e+02,6.8833e+01,1.1983e+02,0.0000e+00,1.4917e+02,1.0700e+02,5.3500e+01,1.4017e+02,5.4167e+01,1.2467e+02,6.1500e+01,1.2183e+02,0.0000e+00,1.4617e+02,1.0800e+02,4.9167e+01,1.1100e+02,3.8833e+01,8.8833e+01,4.8000e+01,8.9833e+01,0.0000e+00,1.1100e+02,7.8167e+01,3.9000e+01,1.1100e+02,3.8000e+01,9.3000e+01,5.1167e+01,8.8667e+01,0.0000e+00,1.1100e+02,7.7333e+01,3.9500e+01,2.4400e+02,2.0333e+02,2.4400e+02,2.4400e+02,2.4400e+02,0.0000e+00,2.4400e+02,2.0333e+02,2.4400e+02,2.0700e+02,5.1852e-01,5.5407e-01,4.8168e-01,5.1878e-01,5.4732e-01,4.9052e-01,
250,1.6515e+03,1.0822e+02,1.0728e+02,0.0000e+00,4.1200e-02,1.0088e+00,1.2332e+03,8.0822e+01,8.0042e+01,0.0000e+00,1.7766e-02,1.0102e+00,2.9627e-01,1.5017e+02,5.5167e+01,1.0317e+02,7.2500e+01,1.1750e+02,0.0000e+00,1.4800e+02,1.2567e+02,5.8500e+01,1.4617e+02,5.6667e+01,1.1350e+02,7.0167e+01,1.1233e+02,0.0000e+00,1.4183e+02,1.1283e+02,6.7333e+01,1.1100e+02,4.1833e+01,8.1167e+01,5.4167e+01,8.3500e+01,0.0000e+00,1.1100e+02,8.8500e+01,4.7333e+01,1.1100e+02,4.2333e+01,7.9333e+01,5.2500e+01,8.3833e+01,0.0000e+00,1.1100e+02,8.9167e+01,4.5500e+01,2.4900e+02,2.0750e+02,2.4900e+02,2.4900e+02,2.4900e+02,0.0000e+00,2.4900e+02,2.0750e+02,2.4900e+02,2.1183e+02,5.2153e-01,5.4843e-01,4.9285e-01,5.1618e-01,5.4947e-01,4.8372e-01,
255,1.6795e+03,1.1025e+02,1.0955e+02,0.0000e+00,7.9345e-02,1.0082e+00,1.2140e+03,7.9447e+01,7.9655e+01,0.0000e+00,3.2976e-02,9.9743e-01,2.9627e-01,1.5350e+02,6.3500e+01,9.8500e+01,7.4667e+01,1.2900e+02,0.0000e+00,1.6150e+02,1.0967e+02,5.1167e+01,1.5400e+02,6.0667e+01,1.0367e+02,7.4167e+01,1.2967e+02,0.0000e+00,1.4200e+02,1.2000e+02,5.3833e+01,1.1100e+02,4.3167e+01,7.6333e+01,5.1333e+01,9.1667e+01,0.0000e+00,1.1100e+02,8.3833e+01,3.7833e+01,1.1100e+02,4.4000e+01,8.2333e+01,5.0833e+01,8.8667e+01,0.0000e+00,1.1100e+02,8.3333e+01,3.6667e+01,2.5400e+02,2.1167e+02,2.5400e+02,2.5400e+02,2.5400e+02,0.0000e+00,2.5400e+02,2.1167e+02,2.5400e+02,2.1567e+02,5.0947e-01,5.4258e-01,4.7957e-01,5.1458e-01,5.4882e-01,4.8095e-01,
260,1.6650e+03,1.0925e+02,1.0778e+02,0.0000e+00,7.7813e-02,1.0138e+00,1.2162e+03,8.0333e+01,7.8423e+01,0.0000e+00,2.7585e-02,1.0243e+00,2.9627e-01,1.5567e+02,5.8667e+01,9.7167e+01,7.0500e+01,1.2667e+02,0.0000e+00,1.4850e+02,1.1950e+02,6.3000e+01,1.4817e+02,5.9833e+01,9.4000e+01,7.8500e+01,1.1883e+02,0.0000e+00,1.5233e+02,1.0883e+02,6.4833e+01,1.1100e+02,4.1333e+01,7.4500e+01,5.0833e+01,9.0667e+01,0.0000e+00,1.1100e+02,8.8500e+01,4.7000e+01,1.1100e+02,4.3000e+01,7.1500e+01,5.0000e+01,8.5167e+01,0.0000e+00,1.1100e+02,8.5667e+01,4.4000e+01,2.5900e+02,2.1583e+02,2.5900e+02,2.5900e+02,2.5900e+02,0.0000e+00,2.5900e+02,2.1583e+02,2.5900e+02,2.2033e+02,5.1283e-01,5.4467e-01,4.8037e-01,5.1005e-01,5.4513e-01,4.7548e-01,
265,1.6100e+03,1.0372e+02,1.0607e+02,0.0000e+00,5.3052e-02,9.7835e-01,1.1975e+03,7.8000e+01,7.8167e+01,0.0000e+00,2.1117e-02,9.9795e-01,2.9627e-01,1.5317e+02,5.7333e+01,1.0933e+02,6.4833e+01,1.1517e+02,0.0000e+00,1.4617e+02,9.0500e+01,5.8833e+01,1.5100e+02,5.8000e+01,1.0333e+02,6.8333e+01,1.2500e+02,0.0000e+00,1.4850e+02,1.0283e+02,5.7667e+01,1.1100e+02,4.2000e+01,7.7333e+01,5.0667e+01,9.1500e+01,0.0000e+00,1.1100e+02,7.3667e+01,4.0667e+01,1.1100e+02,4.3500e+01,7.5833e+01,4.9667e+01,8.8333e+01,0.0000e+00,1.1100e+02,7.3667e+01,4.6667e+01,2.6400e+02,2.2000e+02,2.6400e+02,2.6400e+02,2.6400e+02,0.0000e+00,2.6400e+02,2.2000e+02,2.6400e+02,2.2433e+02,5.0995e-01,5.3862e-01,4.8503e-01,5.1772e-01,5.4945e-01,4.8612e-01,
270,1.6370e+03,1.0830e+02,1.0633e+02,0.0000e+00,9.1843e-02,1.0200e+00,1.1955e+03,7.8178e+01,7.8215e+01,0.0000e+00,3.3728e-02,9.9998e-01,2.9627e-01,1.5700e+02,5.7667e+01,1.1000e+02,7.2500e+01,1.1250e+02,0.0000e+00,1.4867e+02,1.1033e+02,5.7333e+01,1.5150e+02,5.1500e+01,1.1083e+02,7.0000e+01,1.1867e+02,0.0000e+00,1.4983e+02,1.0950e+02,4.9167e+01,1.1100e+02,4.1333e+01,8.2167e+01,4.7333e+01,8.4333e+01,0.0000e+00,1.1100e+02,8.0500e+01,4.0333e+01,1.1100e+02,3.7333e+01,7.7167e+01,4.8667e+01,8.4500e+01,0.0000e+00,1.1100e+02,8.2500e+01,4.5333e+01,2.6900e+02,2.2417e+02,2.6900e+02,2.6900e+02,2.6900e+02,0.0000e+00,2.6900e+02,2.2417e+02,2.6900e+02,2.2900e+02,5.1262e-01,5.3783e-01,4.8647e-01,5.1403e-01,5.4037e-01,4.8700e-01,
275,1.6440e+03,1.0702e+02,1.0719e+02,0.0000e+00,9.0798e-02,9.9942e-01,1.1833e+03,7.6997e+01,7.7278e+01,0.0000e+00,3.2912e-02,9.9842e-01,2.9627e-01,1.5550e+02,6.1667e+01,9.7833e+01,6.7167e+01,1.1533e+02,0.0000e+00,1.5033e+02,1.1867e+02,5.6000e+01,1.6217e+02,5.6333e+01,1.0017e+02,6.6333e+01,1.1367e+02,0.0000e+00,1.4933e+02,1.1600e+02,5.7500e+01,1.1100e+02,4.3000e+01,7.3167e+01,4.7333e+01,8.3500e+01,0.0000e+00,1.1100e+02,8.0667e+01,4.1167e+01,1.1100e+02,4.1333e+01,7.2333e+01,4.9833e+01,7.9333e+01,0.0000e+00,1.1100e+02,8.5500e+01,4.2167e+01,2.7400e+02,2.2833e+02,2.7400e+02,2.7400e+02,2.7400e+02,0.0000e+00,2.7400e+02,2.2833e+02,2.7400e+02,2.3283e+02,5.0765e-01,5.3377e-01,4.8447e-01,5.0560e-01,5.3030e-01,4.8413e-01,
280,1.6242e+03,1.0743e+02,1.0446e+02,0.0000e+00,8.4295e-02,1.0302e+00,1.2023e+03,7.9035e+01,7.7785e+01,0.0000e+00,3.7531e-02,1.0146e+00,2.9627e-01,1.4700e+02,6.0167e+01,1.0933e+02,6.5500e+01,1.2417e+02,0.0000e+00,1.5233e+02,1.0783e+02,5.6667e+01,1.5067e+02,4.8833e+01,1.0333e+02,6.1333e+01,1.2233e+02,0.0000e+00,1.4783e+02,1.1750e+02,4.9333e+01,1.1100e+02,3.9833e+01,7.9333e+01,4.6333e+01,9.1000e+01,0.0000e+00,1.1100e+02,8.4833e+01,4.2667e+01,1.1100e+02,4.1000e+01,7.7833e+01,4.6667e+01,8.5500e+01,0.0000e+00,1.1100e+02,8.2667e+01,4.0667e+01,2.7900e+02,2.3250e+02,2.7900e+02,2.7900e+02,2.7900e+02,0.0000e+00,2.7900e+02,2.3250e+02,2.7900e+02,2.3767e+02,5.0585e-01,5.3440e-01,4.7353e-01,5.1295e-01,5.3922e-01,4.8500e-01,
285,1.6487e+03,1.0659e+02,1.0838e+02,0.0000e+00,8.2355e-02,9.8443e-01,1.2262e+03,8.0038e+01,7.9472e+01,0.0000e+00,3.4350e-02,1.0066e+00,2.9627e-01,1.4183e+02,5.6500e+01,1.0533e+02,6.0833e+01,1.2700e+02,0.0000e+00,1.4967e+02,1.1633e+02,5.9000e+01,1.4900e+02,5.9000e+01,1.0800e+02,6.6167e+01,1.2333e+02,0.0000e+00,1.4650e+02,1.1967e+02,6.0500e+01,1.1100e+02,4.2500e+01,7.9167e+01,4.7000e+01,9.3333e+01,0.0000e+00,1.1100e+02,8.5000e+01,4.6333e+01,1.1100e+02,4.0500e+01,7.8000e+01,4.8167e+01,9.6167e+01,0.0000e+00,1.1100e+02,8.3500e+01,4.2500e+01,2.8400e+02,2.3667e+02,2.8400e+02,2.8400e+02,2.8400e+02,0.0000e+00,2.8400e+02,2.3667e+02,2.8400e+02,2.4150e+02,5.0095e-01,5.2915e-01,4.7415e-01,5.0265e-01,5.3238e-01,4.7245e-01,
290,1.6060e+03,1.0398e+02,1.0551e+02,0.0000e+00,8.1514e-02,9.8755e-01,1.2047e+03,7.8963e+01,7.7992e+01,0.0000e+00,3.3790e-02,1.0124e+00,2.9627e-01,1.4217e+02,5.2167e+01,9.2833e+01,7.1500e+01,1.2617e+02,0.0000e+00,1.4467e+02,1.0150e+02,6.7000e+01,1.4550e+02,4.9500e+01,8.9500e+01,6.4000e+01,1.2550e+02,0.0000e+00,1.5117e+02,1.1183e+02,7.1000e+01,1.1100e+02,3.8667e+01,7.1333e+01,4.9167e+01,9.5000e+01,0.0000e+00,1.1100e+02,7.8000e+01,5.1167e+01,1.1100e+02,3.7667e+01,7.2833e+01,4.7833e+01,9.1167e+01,0.0000e+00,1.1100e+02,7.7667e+01,5.0167e+01,2.8900e+02,2.4083e+02,2.8900e+02,2.8900e+02,2.8900e+02,0.0000e+00,2.8900e+02,2.4083e+02,2.8900e+02,2.4533e+02,5.0218e-01,5.3355e-01,4.6945e-01,5.0262e-01,5.3162e-01,4.7323e-01,
295,1.6068e+03,1.0708e+02,1.0648e+02,0.0000e+00,5.1087e-02,1.0089e+00,1.2033e+03,7.9905e+01,8.0168e+01,0.0000e+00,2.0886e-02,9.9730e-01,3.3330e-01,1.5983e+02,5.3167e+01,9.1333e+01,6.4667e+01,1.0883e+02,0.0000e+00,1.4100e+02,1.2100e+02,6.4500e+01,1.5283e+02,5.5500e+01,9.2833e+01,5.8667e+01,1.1067e+02,0.0000e+00,1.4783e+02,1.1850e+02,6.5667e+01,1.1100e+02,3.8833e+01,7.2500e+01,5.2833e+01,7.8667e+01,0.0000e+00,1.1100e+02,8.9667e+01,4.6500e+01,1.1100e+02,3.9167e+01,7.3333e+01,5.2833e+01,8.0500e+01,0.0000e+00,1.1100e+02,8.8000e+01,4.6500e+01,2.9400e+02,2.4500e+02,2.4500e+02,2.9400e+02,2.9400e+02,0.0000e+00,2.9400e+02,2.4500e+02,2.9400e+02,2.4467e+02,5.0568e-01,5.2995e-01,4.7938e-01,4.9918e-01,5.2720e-01,4.7148e-01,
300,1.6150e+03,1.0937e+02,1.0612e+02,0.0000e+00,3.7725e-02,1.0315e+00,1.2017e+03,8.0205e+01,8.0328e+01,0.0000e+00,1.5093e-02,9.9882e-01,3.3330e-01,1.5467e+02,5.8500e+01,9.1333e+01,7.1667e+01,1.2850e+02,0.0000e+00,1.4650e+02,9.9500e+01,6.8500e+01,1.5117e+02,5.7500e+01,8.3333e+01,6.8000e+01,1.2200e+02,0.0000e+00,1.5367e+02,9.6833e+01,6.3333e+01,1.1100e+02,4.1333e+01,6.8833e+01,5.4000e+01,9.0833e+01,0.0000e+00,1.1100e+02,7.4000e+01,4.9667e+01,1.1100e+02,3.7833e+01,7.0833e+01,5.4000e+01,9.3167e+01,0.0000e+00,1.1100e+02,7.4333e+01,4.8833e+01,2.9900e+02,2.4917e+02,2.4917e+02,2.9900e+02,2.9900e+02,0.0000e+00,2.9900e+02,2.4917e+02,2.9900e+02,2.4850e+02,5.0590e-01,5.3530e-01,4.7497e-01,5.0707e-01,5.3968e-01,4.7230e-01,
305,5.3883e+02,4.0085e+01,4.0978e+01,0.0000e+00,5.9095e-02,9.8548e-01,3.8550e+02,2.9295e+01,2.7047e+01,0.0000e+00,3.5598e-02,1.1105e+00,4.4440e-01,4.7167e+01,5.5000e+00,3.3000e+01,2.6000e+01,3.0333e+01,0.0000e+00,5.5833e+01,4.2667e+01,2.4833e+01,4.7833e+01,5.5000e+00,3.4500e+01,2.3667e+01,3.0833e+01,0.0000e+00,5.8000e+01,4.6000e+01,2.7167e+01,3.5167e+01,4.0000e+00,2.4667e+01,1.9167e+01,2.3333e+01,0.0000e+00,4.6333e+01,3.0833e+01,1.7833e+01,2.9167e+01,5.5000e+00,3.0500e+01,1.4833e+01,2.1000e+01,0.0000e+00,4.4667e+01,2.2167e+01,1.6333e+01,3.0400e+02,1.5200e+02,2.5333e+02,3.0400e+02,3.0400e+02,0.0000e+00,2.5333e+02,2.5333e+02,3.0400e+02,2.3600e+02,4.8540e-01,5.4052e-01,4.3387e-01,4.9693e-01,5.3973e-01,4.5152e-01,
310,2.7383e+02,2.6922e+01,2.7102e+01,0.0000e+00,7.9413e-02,9.8815e-01,2.0100e+02,1.8912e+01,1.7493e+01,0.0000e+00,3.3418e-02,1.0264e+00,7.0363e-01,2.2333e+01,0.0000e+00,3.1667e+01,6.3333e+00,2.3833e+01,0.0000e+00,2.3167e+01,9.8333e+00,1.8667e+01,1.9833e+01,0.0000e+00,3.3833e+01,6.3333e+00,2.3333e+01,0.0000e+00,2.6000e+01,1.0500e+01,1.8167e+01,1.6500e+01,0.0000e+00,2.3000e+01,3.8333e+00,1.7500e+01,0.0000e+00,1.8500e+01,9.1667e+00,1.3667e+01,2.2500e+01,0.0000e+00,1.9833e+01,4.3333e+00,1.7667e+01,0.0000e+00,1.4833e+01,1.2833e+01,6.8333e+00,3.0900e+02,0.0000e+00,1.5450e+02,3.0900e+02,2.5750e+02,0.0000e+00,2.5750e+02,2.5750e+02,2.5750e+02,1.9983e+02,4.5170e-01,4.9133e-01,4.1527e-01,4.6880e-01,4.9128e-01,4.3520e-01,
315,1.1667e+02,1.5845e+01,1.7244e+01,0.0000e+00,4.6520e-02,8.6737e-01,9.8167e+01,1.1612e+01,1.5890e+01,0.0000e+00,2.6301e-02,7.7153e-01,1.2593e+00,1.4167e+01,0.0000e+00,8.0000e+00,0.0000e+00,1.2333e+01,0.0000e+00,7.1667e+00,1.3333e+00,1.3500e+01,1.5500e+01,0.0000e+00,5.8333e+00,0.0000e+00,1.3333e+01,0.0000e+00,7.0000e+00,1.3333e+00,1.7167e+01,9.6667e+00,0.0000e+00,5.8333e+00,0.0000e+00,1.0167e+01,0.0000e+00,5.3333e+00,1.0000e+00,1.1500e+01,1.4167e+01,0.0000e+00,7.8333e+00,0.0000e+00,8.8333e+00,0.0000e+00,1.0333e+01,1.3333e+00,1.2167e+01,1.5700e+02,0.0000e+00,1.5700e+02,0.0000e+00,2.0933e+02,0.0000e+00,1.5700e+02,1.5700e+02,2.0933e+02,1.1567e+02,4.8420e-01,5.4923e-01,4.2315e-01,4.8403e-01,5.5357e-01,4.3137e-01,
320,5.4167e+01,1.0250e+01,1.0083e+01,0.0000e+00,5.2414e-02,8.0152e-01,4.1667e+01,7.6250e+00,7.3612e+00,0.0000e+00,2.5469e-02,8.5548e-01,1.0000e+00,8.8333e+00,0.0000e+00,1.3333e+00,0.0000e+00,3.1667e+00,0.0000e+00,1.1667e+00,0.0000e+00,1.1833e+01,9.8333e+00,0.0000e+00,1.0000e+00,0.0000e+00,2.1667e+00,0.0000e+00,6.6667e-01,0.0000e+00,1.4167e+01,7.3333e+00,0.0000e+00,5.0000e-01,0.0000e+00,2.8333e+00,0.0000e+00,5.0000e-01,0.0000e+00,9.1667e+00,6.8333e+00,0.0000e+00,1.1667e+00,0.0000e+00,3.6667e+00,0.0000e+00,5.0000e-01,0.0000e+00,9.1667e+00,1.0633e+02,0.0000e+00,1.0633e+02,0.0000e+00,1.5950e+02,0.0000e+00,5.3167e+01,0.0000e+00,5.3167e+01,5.2833e+01,3.3590e-01,3.7325e-01,2.7266e-01,3.5122e-01,3.9758e-01,3.1230e-01,
325,9.6667e+00,5.0000e+00,4.6667e+00,0.0000e+00,0.0000e+00,9.7650e-01,1.0667e+01,3.5000e+00,7.1667e+00,0.0000e+00,0.0000e+00,3.1588e-01,8.8890e-01,1.3333e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.6667e-01,0.0000e+00,3.0000e+00,1.6667e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.6667e-01,0.0000e+00,2.8333e+00,6.6667e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.3333e-01,0.0000e+00,2.5000e+00,8.3333e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.0000e-01,0.0000e+00,5.8333e+00,5.4000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.4000e+01,0.0000e+00,5.4000e+01,1.8000e+01,2.2110e-01,2.1990e-01,1.8582e-01,2.1047e-01,2.1990e-01,1.9381e-01,
330,7.0000e+00,3.3333e+00,3.6667e+00,0.0000e+00,0.0000e+00,1.5152e-01,3.5000e+00,1.8333e+00,1.6667e+00,0.0000e+00,0.0000e+00,3.0550e-01,5.9260e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.3333e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.6667e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8333e+00,6.6667e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0000e+00,5.4833e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.4833e+01,1.2000e+01,4.8200e-02,2.0267e-02,7.3617e-02,1.4332e-01,2.0267e-02,1.7783e-01,
335,9.8333e+00,5.5000e+00,4.3333e+00,0.0000e+00,0.0000e+00,2.1150e-01,4.1667e+00,3.3333e+00,8.3333e-01,0.0000e+00,0.0000e+00,6.6667e-01,2.9630e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.5000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.3333e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.3333e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.3333e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.5667e+01,6.1667e+00,4.3767e-02,2.0267e-02,7.3617e-02,3.0933e-02,2.0267e-02,7.3617e-02,
340,2.0000e+00,1.1667e+00,8.3333e-01,0.0000e+00,0.0000e+00,2.3333e-01,2.6667e+00,1.1667e+00,1.5000e+00,0.0000e+00,0.0000e+00,1.2963e-01,2.9630e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.1667e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.3333e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.1667e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.5000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.6500e+01,6.1667e+00,4.2500e-02,2.0267e-02,7.3617e-02,5.0267e-02,2.0267e-02,7.3617e-02,
345,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,
